"Year","Month","Global_Avg_1","Global_Avg_Unc_1","Global_Avg_5","Global_Avg_Unc_5","Global_Avg_10","Global_Avg_Unc_10"
1941,10,8.631,0.087,8.691,0.058,8.659,0.051
1941,11,8.618,0.086,8.688,0.058,8.66,0.051
1941,12,8.614,0.086,8.686,0.058,8.654,0.051
1942,1,8.575,0.087,8.687,0.058,8.655,0.05
1942,2,8.554,0.087,8.689,0.058,8.653,0.05
1942,3,8.581,0.087,8.697,0.058,8.661,0.05
1942,4,8.576,0.088,8.707,0.058,8.666,0.05
1942,5,8.613,0.09,8.705,0.057,8.665,0.05
1942,6,8.634,0.089,8.68,0.057,8.664,0.05
1942,7,8.574,0.09,8.684,0.057,8.664,0.05
1942,8,8.63,0.091,8.671,0.058,8.663,0.05
1942,9,8.617,0.091,8.668,0.058,8.661,0.05
1942,10,8.636,0.089,8.667,0.058,8.663,0.05
1942,11,8.649,0.087,8.664,0.058,8.664,0.05
1942,12,8.615,0.085,8.659,0.058,8.666,0.05
1943,1,8.635,0.083,8.653,0.057,8.67,0.05
1943,2,8.635,0.082,8.66,0.057,8.668,0.049
1943,3,8.631,0.083,8.659,0.057,8.662,0.049
1943,4,8.654,0.082,8.661,0.057,8.659,0.049
1943,5,8.642,0.082,8.661,0.057,8.659,0.048
1943,6,8.669,0.082,8.644,0.057,8.662,0.048
1943,7,8.764,0.083,8.649,0.056,8.662,0.048
1943,8,8.767,0.085,8.646,0.056,8.661,0.048
1943,9,8.8,0.087,8.646,0.057,8.659,0.048
1943,10,8.781,0.089,8.651,0.056,8.657,0.048
1943,11,8.768,0.09,8.649,0.056,8.654,0.047
1943,12,8.795,0.091,8.644,0.055,8.654,0.047
1944,1,8.796,0.094,8.639,0.055,8.657,0.047
1944,2,8.817,0.096,8.636,0.054,8.652,0.046
1944,3,8.847,0.095,8.64,0.054,8.653,0.046
1944,4,8.837,0.095,8.633,0.055,8.653,0.046
1944,5,8.824,0.094,8.638,0.055,8.651,0.046
1944,6,8.759,0.092,8.63,0.054,8.648,0.045
1944,7,8.676,0.093,8.622,0.055,8.647,0.045
1944,8,8.6,0.092,8.629,0.055,8.646,0.045
1944,9,8.572,0.091,8.637,0.055,8.645,0.045
1944,10,8.592,0.09,8.641,0.055,8.648,0.045
1944,11,8.572,0.089,8.641,0.055,8.648,0.044
1944,12,8.56,0.088,8.639,0.054,8.635,0.044
1945,1,8.539,0.086,8.642,0.053,8.633,0.044
1945,2,8.56,0.085,8.643,0.053,8.627,0.044
1945,3,8.54,0.084,8.643,0.053,8.626,0.044
1945,4,8.522,0.085,8.649,0.053,8.621,0.044
1945,5,8.52,0.085,8.65,0.052,8.621,0.044
1945,6,8.495,0.086,8.646,0.052,8.619,0.044
1945,7,8.533,0.084,8.662,0.052,8.615,0.043
1945,8,8.601,0.084,8.657,0.052,8.612,0.043
1945,9,8.603,0.085,8.653,0.052,8.609,0.043
1945,10,8.616,0.086,8.65,0.051,8.607,0.043
1945,11,8.639,0.084,8.651,0.051,8.601,0.043
1945,12,8.636,0.084,8.659,0.051,8.597,0.043
1946,1,8.652,0.085,8.659,0.051,8.592,0.043
1946,2,8.611,0.084,8.66,0.051,8.582,0.043
1946,3,8.599,0.085,8.661,0.051,8.581,0.042
1946,4,8.575,0.085,8.656,0.051,8.579,0.042
1946,5,8.59,0.086,8.655,0.051,8.579,0.042
1946,6,8.592,0.086,8.643,0.051,8.576,0.042
1946,7,8.561,0.085,8.638,0.05,8.573,0.042
1946,8,8.547,0.086,8.625,0.05,8.573,0.042
1946,9,8.593,0.085,8.617,0.049,8.577,0.042
1946,10,8.581,0.085,8.615,0.049,8.577,0.042
1946,11,8.579,0.085,8.615,0.049,8.58,0.042
1946,12,8.591,0.084,8.61,0.048,8.585,0.042
1947,1,8.587,0.083,8.606,0.048,8.585,0.042
1947,2,8.589,0.082,8.602,0.048,8.589,0.042
1947,3,8.598,0.082,8.594,0.047,8.587,0.042
1947,4,8.659,0.081,8.589,0.047,8.587,0.042
1947,5,8.674,0.081,8.59,0.048,8.587,0.042
1947,6,8.714,0.08,8.59,0.048,8.587,0.042
1947,7,8.776,0.08,8.582,0.047,8.59,0.042
1947,8,8.77,0.079,8.583,0.047,8.591,0.041
1947,9,8.698,0.078,8.584,0.047,8.593,0.041
1947,10,8.681,0.078,8.575,0.047,8.589,0.041
1947,11,8.697,0.078,8.578,0.047,8.581,0.041
1947,12,8.715,0.076,8.579,0.046,8.579,0.041
1948,1,8.721,0.076,8.578,0.046,8.584,0.041
1948,2,8.725,0.075,8.564,0.046,8.585,0.042
1948,3,8.722,0.076,8.56,0.046,8.59,0.042
1948,4,8.686,0.076,8.553,0.046,8.592,0.042
1948,5,8.668,0.076,8.542,0.046,8.592,0.042
1948,6,8.655,0.077,8.549,0.046,8.596,0.042
1948,7,8.645,0.077,8.535,0.046,8.595,0.042
1948,8,8.607,0.077,8.517,0.046,8.598,0.042
1948,9,8.618,0.077,8.515,0.045,8.599,0.042
1948,10,8.606,0.077,8.508,0.045,8.596,0.042
1948,11,8.587,0.077,8.509,0.045,8.594,0.042
1948,12,8.55,0.079,8.509,0.045,8.592,0.042
1949,1,8.531,0.079,8.507,0.046,8.58,0.042
1949,2,8.526,0.081,8.51,0.046,8.576,0.042
1949,3,8.509,0.08,8.515,0.046,8.573,0.042
1949,4,8.504,0.08,8.522,0.046,8.571,0.042
1949,5,8.5,0.081,8.522,0.045,8.568,0.042
1949,6,8.496,0.081,8.541,0.046,8.567,0.041
1949,7,8.395,0.08,8.548,0.046,8.566,0.041
1949,8,8.392,0.078,8.55,0.045,8.564,0.041
1949,9,8.408,0.077,8.536,0.045,8.562,0.041
1949,10,8.39,0.076,8.533,0.045,8.56,0.041
1949,11,8.388,0.075,8.533,0.045,8.564,0.041
1949,12,8.402,0.074,8.534,0.046,8.565,0.041
1950,1,8.398,0.072,8.538,0.046,8.573,0.041
1950,2,8.368,0.071,8.54,0.046,8.577,0.041
1950,3,8.371,0.07,8.542,0.046,8.572,0.041
1950,4,8.341,0.069,8.528,0.046,8.568,0.04
1950,5,8.28,0.069,8.512,0.046,8.569,0.04
1950,6,8.288,0.07,8.512,0.047,8.571,0.04
1950,7,8.3,0.069,8.506,0.047,8.571,0.04
1950,8,8.27,0.069,8.513,0.047,8.571,0.04
1950,9,8.258,0.069,8.526,0.048,8.569,0.04
1950,10,8.28,0.067,8.533,0.048,8.57,0.039
1950,11,8.295,0.066,8.533,0.048,8.57,0.04
1950,12,8.284,0.067,8.533,0.049,8.572,0.039
1951,1,8.297,0.07,8.532,0.049,8.568,0.039
1951,2,8.344,0.07,8.535,0.049,8.562,0.039
1951,3,8.374,0.074,8.537,0.049,8.56,0.039
1951,4,8.417,0.071,8.537,0.049,8.552,0.039
1951,5,8.487,0.07,8.533,0.049,8.547,0.038
1951,6,8.551,0.071,8.541,0.048,8.546,0.038
1951,7,8.626,0.072,8.522,0.049,8.544,0.038
1951,8,8.712,0.076,8.527,0.049,8.539,0.038
1951,9,8.701,0.078,8.528,0.049,8.537,0.037
1951,10,8.71,0.077,8.526,0.05,8.534,0.037
1951,11,8.7,0.077,8.521,0.05,8.53,0.036
1951,12,8.719,0.074,8.525,0.049,8.534,0.036
1952,1,8.742,0.074,8.525,0.049,8.533,0.036
1952,2,8.739,0.075,8.526,0.049,8.531,0.036
1952,3,8.734,0.073,8.529,0.049,8.525,0.036
1952,4,8.691,0.075,8.53,0.049,8.522,0.036
1952,5,8.625,0.079,8.538,0.049,8.521,0.035
1952,6,8.571,0.08,8.54,0.049,8.523,0.036
1952,7,8.564,0.081,8.564,0.049,8.52,0.036
1952,8,8.584,0.082,8.571,0.049,8.522,0.036
1952,9,8.648,0.083,8.56,0.049,8.522,0.035
1952,10,8.681,0.084,8.561,0.049,8.517,0.036
1952,11,8.695,0.084,8.559,0.048,8.517,0.035
1952,12,8.708,0.084,8.562,0.048,8.522,0.035
1953,1,8.693,0.086,8.564,0.048,8.524,0.035
1953,2,8.7,0.085,8.579,0.047,8.528,0.034
1953,3,8.696,0.087,8.578,0.047,8.533,0.034
1953,4,8.732,0.087,8.588,0.047,8.533,0.034
1953,5,8.773,0.086,8.598,0.048,8.533,0.034
1953,6,8.8,0.085,8.594,0.048,8.529,0.034
1953,7,8.724,0.084,8.6,0.047,8.529,0.034
1953,8,8.678,0.084,8.607,0.047,8.526,0.035
1953,9,8.628,0.083,8.604,0.046,8.524,0.034
1953,10,8.569,0.083,8.597,0.046,8.522,0.034
1953,11,8.528,0.081,8.584,0.045,8.523,0.033
1953,12,8.51,0.078,8.583,0.044,8.526,0.033
1954,1,8.497,0.076,8.582,0.043,8.524,0.033
1954,2,8.48,0.075,8.568,0.042,8.529,0.033
1954,3,8.471,0.076,8.559,0.041,8.536,0.032
1954,4,8.47,0.075,8.547,0.041,8.541,0.032
1954,5,8.526,0.072,8.539,0.041,8.541,0.032
1954,6,8.491,0.07,8.527,0.04,8.545,0.032
1954,7,8.605,0.068,8.517,0.04,8.547,0.032
1954,8,8.612,0.067,8.512,0.039,8.548,0.032
1954,9,8.568,0.064,8.513,0.039,8.548,0.031
1954,10,8.564,0.061,8.51,0.038,8.545,0.032
1954,11,8.579,0.059,8.508,0.038,8.542,0.031
1954,12,8.591,0.058,8.511,0.038,8.545,0.031
1955,1,8.593,0.057,8.503,0.038,8.551,0.031
1955,2,8.63,0.056,8.503,0.037,8.56,0.032
1955,3,8.617,0.057,8.502,0.037,8.552,0.032
1955,4,8.63,0.058,8.506,0.037,8.552,0.032
1955,5,8.578,0.06,8.522,0.035,8.549,0.032
1955,6,8.557,0.058,8.533,0.034,8.55,0.031
1955,7,8.481,0.055,8.543,0.033,8.55,0.031
1955,8,8.45,0.055,8.543,0.031,8.553,0.031
1955,9,8.477,0.053,8.539,0.03,8.555,0.031
1955,10,8.46,0.052,8.533,0.03,8.557,0.031
1955,11,8.419,0.048,8.533,0.03,8.561,0.031
1955,12,8.389,0.048,8.525,0.03,8.567,0.031
1956,1,8.383,0.048,8.526,0.03,8.574,0.031
1956,2,8.292,0.045,8.517,0.031,8.585,0.03
1956,3,8.278,0.044,8.511,0.031,8.589,0.03
1956,4,8.212,0.04,8.508,0.03,8.591,0.029
1956,5,8.193,0.041,8.514,0.029,8.593,0.029
1956,6,8.216,0.039,8.511,0.028,8.596,0.029
1956,7,8.213,0.036,8.527,0.027,8.597,0.028
1956,8,8.238,0.035,8.531,0.026,8.595,0.028
1956,9,8.247,0.039,8.544,0.026,8.595,0.027
1956,10,8.275,0.037,8.555,0.025,8.592,0.027
1956,11,8.318,0.033,8.561,0.025,8.592,0.026
1956,12,8.358,0.032,8.565,0.025,8.585,0.026
1957,1,8.35,0.037,8.568,0.025,8.584,0.025
1957,2,8.413,0.037,8.569,0.025,8.587,0.025
1957,3,8.448,0.039,8.567,0.025,8.592,0.025
1957,4,8.487,0.042,8.56,0.026,8.592,0.025
1957,5,8.538,0.044,8.546,0.025,8.591,0.024
1957,6,8.599,0.041,8.55,0.025,8.59,0.024
1957,7,8.691,0.038,8.538,0.024,8.588,0.023
1957,8,8.739,0.032,8.549,0.026,8.585,0.023
1957,9,8.775,0.035,8.544,0.026,8.583,0.023
1957,10,8.797,0.042,8.544,0.025,8.586,0.023
1957,11,8.822,0.054,8.539,0.026,8.592,0.022
1957,12,8.779,0.053,8.537,0.026,8.595,0.022
1958,1,8.805,0.046,8.536,0.026,8.594,0.021
1958,2,8.773,0.051,8.528,0.026,8.598,0.021
1958,3,8.743,0.044,8.531,0.026,8.593,0.021
1958,4,8.74,0.034,8.527,0.025,8.587,0.02
1958,5,8.732,0.031,8.524,0.025,8.583,0.02
1958,6,8.691,0.032,8.54,0.025,8.581,0.019
1958,7,8.643,0.031,8.548,0.025,8.582,0.019
1958,8,8.617,0.037,8.563,0.024,8.585,0.018
1958,9,8.654,0.035,8.574,0.023,8.588,0.018
1958,10,8.681,0.032,8.586,0.022,8.591,0.018
1958,11,8.668,0.036,8.601,0.024,8.595,0.017
1958,12,8.705,0.032,8.609,0.024,8.593,0.017
1959,1,8.711,0.029,8.611,0.023,8.6,0.016
1959,2,8.738,0.032,8.623,0.023,8.6,0.016
1959,3,8.748,0.033,8.63,0.022,8.597,0.016
1959,4,8.732,0.036,8.637,0.022,8.595,0.015
1959,5,8.689,0.036,8.644,0.022,8.594,0.015
1959,6,8.685,0.034,8.643,0.021,8.595,0.015
1959,7,8.663,0.034,8.652,0.021,8.596,0.015
1959,8,8.701,0.041,8.661,0.02,8.594,0.014
1959,9,8.568,0.048,8.67,0.02,8.59,0.014
1959,10,8.506,0.053,8.675,0.021,8.584,0.013
1959,11,8.465,0.056,8.674,0.021,8.578,0.013
1959,12,8.452,0.058,8.67,0.019,8.577,0.013
1960,1,8.429,0.049,8.672,0.02,8.572,0.013
1960,2,8.425,0.051,8.668,0.019,8.571,0.013
1960,3,8.438,0.053,8.664,0.022,8.576,0.013
1960,4,8.463,0.054,8.665,0.022,8.575,0.012
1960,5,8.469,0.059,8.663,0.023,8.575,0.012
1960,6,8.51,0.06,8.656,0.023,8.573,0.011
1960,7,8.528,0.056,8.646,0.023,8.572,0.012
1960,8,8.519,0.053,8.652,0.024,8.568,0.011
1960,9,8.625,0.047,8.646,0.023,8.566,0.011
1960,10,8.67,0.047,8.641,0.022,8.564,0.011
1960,11,8.732,0.049,8.633,0.022,8.563,0.01
1960,12,8.752,0.037,8.637,0.021,8.567,0.01
1961,1,8.762,0.036,8.639,0.021,8.567,0.01
1961,2,8.765,0.028,8.652,0.02,8.571,0.01
1961,3,8.776,0.026,8.664,0.02,8.577,0.01
1961,4,8.762,0.023,8.673,0.019,8.579,0.01
1961,5,8.793,0.021,8.677,0.019,8.583,0.01
1961,6,8.728,0.025,8.676,0.019,8.586,0.01
1961,7,8.732,0.028,8.673,0.018,8.59,0.009
1961,8,8.73,0.029,8.668,0.017,8.595,0.01
1961,9,8.729,0.025,8.651,0.018,8.598,0.01
1961,10,8.721,0.023,8.635,0.018,8.599,0.01
1961,11,8.68,0.036,8.627,0.017,8.601,0.011
1961,12,8.66,0.027,8.626,0.016,8.599,0.011
1962,1,8.652,0.022,8.623,0.015,8.602,0.011
1962,2,8.638,0.023,8.619,0.013,8.6,0.01
1962,3,8.618,0.027,8.613,0.014,8.604,0.01
1962,4,8.628,0.037,8.607,0.013,8.606,0.01
1962,5,8.633,0.043,8.61,0.013,8.609,0.01
1962,6,8.668,0.042,8.604,0.012,8.605,0.009
1962,7,8.66,0.044,8.606,0.012,8.608,0.01
1962,8,8.691,0.047,8.593,0.011,8.606,0.01
1962,9,8.656,0.041,8.608,0.011,8.605,0.011
1962,10,8.626,0.035,8.607,0.01,8.609,0.011
1962,11,8.62,0.04,8.612,0.011,8.607,0.012
1962,12,8.616,0.037,8.61,0.01,8.604,0.012
1963,1,8.641,0.037,8.608,0.01,8.594,0.012
1963,2,8.693,0.036,8.608,0.01,8.59,0.012
1963,3,8.741,0.04,8.601,0.011,8.596,0.011
1963,4,8.781,0.037,8.602,0.012,8.595,0.012
1963,5,8.803,0.035,8.602,0.014,8.591,0.012
1963,6,8.789,0.03,8.594,0.014,8.592,0.013
1963,7,8.781,0.026,8.586,0.014,8.588,0.013
1963,8,8.699,0.023,8.579,0.015,8.588,0.013
1963,9,8.676,0.018,8.58,0.014,8.586,0.015
1963,10,8.651,0.008,8.572,0.015,8.587,0.015
1963,11,8.64,0.011,8.565,0.017,8.583,0.014
1963,12,8.648,0.009,8.563,0.014,8.578,0.014
1964,1,8.632,0.012,8.568,0.012,8.57,0.014
1964,2,8.576,0.018,8.566,0.011,8.562,0.014
1964,3,8.494,0.015,8.565,0.011,8.556,0.014
1964,4,8.4,0.017,8.562,0.011,8.554,0.014
1964,5,8.353,0.02,8.558,0.011,8.554,0.014
1964,6,8.326,0.017,8.556,0.011,8.553,0.014
1964,7,8.329,0.011,8.552,0.011,8.551,0.013
1964,8,8.328,0.011,8.54,0.01,8.551,0.013
1964,9,8.356,0.014,8.538,0.009,8.551,0.014
1964,10,8.365,0.018,8.536,0.011,8.554,0.014
1964,11,8.389,0.015,8.545,0.01,8.559,0.014
1964,12,8.374,0.019,8.541,0.009,8.563,0.013
1965,1,8.354,0.019,8.544,0.009,8.564,0.013
1965,2,8.367,0.017,8.544,0.009,8.564,0.013
1965,3,8.378,0.013,8.546,0.009,8.572,0.012
1965,4,8.437,0.018,8.552,0.01,8.576,0.011
1965,5,8.429,0.021,8.551,0.011,8.579,0.011
1965,6,8.458,0.018,8.551,0.01,8.58,0.01
1965,7,8.428,0.019,8.542,0.009,8.582,0.01
1965,8,8.45,0.023,8.528,0.009,8.581,0.009
1965,9,8.481,0.022,8.545,0.009,8.583,0.009
1965,10,8.497,0.02,8.55,0.01,8.582,0.009
1965,11,8.498,0.019,8.549,0.01,8.584,0.01
1965,12,8.517,0.018,8.547,0.011,8.578,0.01
1966,1,8.562,0.02,8.538,0.012,8.578,0.009
1966,2,8.558,0.021,8.524,0.013,8.571,0.009
1966,3,8.595,0.02,8.508,0.014,8.567,0.009
1966,4,8.562,0.025,8.5,0.015,8.564,0.009
1966,5,8.572,0.023,8.489,0.014,8.561,0.009
1966,6,8.54,0.019,8.481,0.014,8.556,0.008
1966,7,8.56,0.019,8.467,0.014,8.555,0.008
1966,8,8.53,0.021,8.456,0.014,8.556,0.008
1966,9,8.521,0.013,8.461,0.014,8.555,0.009
1966,10,8.542,0.018,8.473,0.014,8.556,0.008
1966,11,8.578,0.021,8.481,0.015,8.556,0.009
1966,12,8.55,0.021,8.48,0.015,8.56,0.008
1967,1,8.531,0.029,8.479,0.014,8.55,0.008
1967,2,8.529,0.031,8.482,0.016,8.541,0.008
1967,3,8.523,0.034,8.489,0.017,8.539,0.007
1967,4,8.581,0.034,8.501,0.017,8.537,0.007
1967,5,8.597,0.033,8.509,0.017,8.538,0.008
1967,6,8.642,0.033,8.522,0.017,8.538,0.007
1967,7,8.61,0.031,8.521,0.016,8.539,0.007
1967,8,8.635,0.03,8.534,0.017,8.543,0.007
1967,9,8.692,0.037,8.536,0.014,8.543,0.007
1967,10,8.695,0.033,8.546,0.013,8.542,0.008
1967,11,8.641,0.033,8.547,0.014,8.538,0.008
1967,12,8.645,0.04,8.55,0.013,8.537,0.008
1968,1,8.61,0.031,8.556,0.013,8.538,0.007
1968,2,8.59,0.033,8.554,0.012,8.537,0.007
1968,3,8.548,0.039,8.564,0.013,8.544,0.007
1968,4,8.519,0.042,8.562,0.014,8.55,0.007
1968,5,8.495,0.04,8.566,0.014,8.557,0.007
1968,6,8.439,0.04,8.561,0.013,8.561,0.007
1968,7,8.407,0.04,8.57,0.012,8.56,0.007
1968,8,8.34,0.04,8.563,0.012,8.557,0.007
1968,9,8.255,0.038,8.554,0.012,8.554,0.007
1968,10,8.265,0.039,8.557,0.013,8.551,0.007
1968,11,8.296,0.034,8.557,0.013,8.549,0.007
1968,12,8.316,0.036,8.55,0.013,8.55,0.007
1969,1,8.338,0.037,8.543,0.013,8.546,0.007
1969,2,8.367,0.034,8.545,0.011,8.542,0.007
1969,3,8.404,0.026,8.545,0.01,8.545,0.007
1969,4,8.406,0.023,8.55,0.01,8.55,0.007
1969,5,8.45,0.024,8.555,0.01,8.552,0.007
1969,6,8.53,0.024,8.563,0.01,8.552,0.008
1969,7,8.603,0.02,8.549,0.009,8.552,0.007
1969,8,8.715,0.022,8.543,0.01,8.555,0.008
1969,9,8.731,0.017,8.54,0.01,8.557,0.008
1969,10,8.733,0.016,8.539,0.009,8.56,0.009
1969,11,8.72,0.021,8.531,0.009,8.559,0.009
1969,12,8.724,0.022,8.536,0.009,8.561,0.01
1970,1,8.741,0.022,8.534,0.009,8.563,0.01
1970,2,8.729,0.021,8.542,0.009,8.566,0.01
1970,3,8.751,0.025,8.539,0.008,8.571,0.01
1970,4,8.744,0.029,8.532,0.009,8.576,0.009
1970,5,8.714,0.027,8.525,0.009,8.581,0.01
1970,6,8.656,0.026,8.523,0.009,8.583,0.01
1970,7,8.668,0.027,8.535,0.009,8.586,0.011
1970,8,8.594,0.036,8.546,0.009,8.583,0.011
1970,9,8.571,0.029,8.542,0.009,8.587,0.012
1970,10,8.548,0.027,8.551,0.009,8.586,0.012
1970,11,8.548,0.033,8.564,0.01,8.587,0.012
1970,12,8.515,0.032,8.574,0.011,8.586,0.012
1971,1,8.494,0.031,8.583,0.012,8.59,0.012
1971,2,8.511,0.027,8.59,0.011,8.588,0.012
1971,3,8.498,0.033,8.6,0.012,8.58,0.011
1971,4,8.498,0.03,8.603,0.013,8.581,0.011
1971,5,8.519,0.03,8.609,0.013,8.579,0.011
1971,6,8.549,0.031,8.62,0.013,8.575,0.011
1971,7,8.458,0.03,8.625,0.015,8.572,0.01
1971,8,8.433,0.027,8.628,0.015,8.57,0.01
1971,9,8.45,0.025,8.63,0.015,8.569,0.009
1971,10,8.452,0.024,8.626,0.015,8.564,0.009
1971,11,8.448,0.025,8.624,0.015,8.562,0.009
1971,12,8.48,0.016,8.623,0.017,8.565,0.009
1972,1,8.487,0.016,8.625,0.016,8.563,0.009
1972,2,8.513,0.015,8.628,0.017,8.568,0.009
1972,3,8.495,0.014,8.624,0.017,8.571,0.009
1972,4,8.491,0.018,8.619,0.019,8.575,0.009
1972,5,8.449,0.017,8.61,0.019,8.576,0.009
1972,6,8.443,0.018,8.599,0.02,8.582,0.008
1972,7,8.541,0.013,8.604,0.02,8.585,0.008
1972,8,8.649,0.015,8.598,0.02,8.588,0.008
1972,9,8.703,0.015,8.605,0.018,8.587,0.008
1972,10,8.756,0.022,8.606,0.018,8.582,0.008
1972,11,8.807,0.021,8.615,0.018,8.586,0.008
1972,12,8.837,0.026,8.616,0.017,8.585,0.009
1973,1,8.855,0.024,8.615,0.018,8.588,0.009
1973,2,8.832,0.019,8.612,0.019,8.591,0.009
1973,3,8.852,0.018,8.61,0.02,8.587,0.01
1973,4,8.876,0.019,8.61,0.02,8.59,0.009
1973,5,8.914,0.022,8.608,0.02,8.593,0.01
1973,6,8.921,0.022,8.611,0.02,8.593,0.01
1973,7,8.858,0.025,8.61,0.019,8.597,0.011
1973,8,8.75,0.024,8.614,0.018,8.596,0.011
1973,9,8.694,0.027,8.606,0.018,8.6,0.012
1973,10,8.643,0.036,8.605,0.017,8.6,0.012
1973,11,8.594,0.039,8.601,0.016,8.604,0.012
1973,12,8.558,0.042,8.601,0.016,8.609,0.012
1974,1,8.546,0.033,8.602,0.014,8.615,0.013
1974,2,8.557,0.032,8.596,0.013,8.619,0.013
1974,3,8.525,0.039,8.592,0.013,8.622,0.013
1974,4,8.484,0.046,8.579,0.014,8.621,0.013
1974,5,8.454,0.043,8.569,0.014,8.62,0.014
1974,6,8.429,0.054,8.566,0.014,8.619,0.014
1974,7,8.493,0.062,8.577,0.013,8.619,0.013
1974,8,8.564,0.065,8.593,0.013,8.619,0.013
1974,9,8.609,0.051,8.602,0.013,8.621,0.013
1974,10,8.63,0.04,8.611,0.013,8.622,0.013
1974,11,8.677,0.035,8.621,0.013,8.622,0.013
1974,12,8.69,0.035,8.629,0.013,8.625,0.013
1975,1,8.694,0.045,8.636,0.013,8.626,0.013
1975,2,8.649,0.041,8.635,0.014,8.626,0.013
1975,3,8.681,0.042,8.635,0.012,8.627,0.014
1975,4,8.699,0.036,8.633,0.013,8.63,0.015
1975,5,8.702,0.032,8.646,0.013,8.634,0.016
1975,6,8.714,0.03,8.646,0.014,8.635,0.016
1975,7,8.701,0.029,8.642,0.014,8.638,0.016
1975,8,8.671,0.032,8.635,0.014,8.643,0.017
1975,9,8.571,0.025,8.632,0.014,8.643,0.018
1975,10,8.545,0.023,8.629,0.013,8.645,0.018
1975,11,8.478,0.026,8.623,0.013,8.651,0.018
1975,12,8.439,0.02,8.613,0.012,8.655,0.017
1976,1,8.426,0.031,8.611,0.014,8.663,0.017
1976,2,8.429,0.055,8.602,0.014,8.673,0.017
1976,3,8.41,0.054,8.6,0.015,8.683,0.018
1976,4,8.343,0.045,8.596,0.014,8.688,0.018
1976,5,8.324,0.041,8.599,0.015,8.691,0.018
1976,6,8.326,0.042,8.598,0.015,8.696,0.017
1976,7,8.295,0.041,8.605,0.016,8.701,0.018
1976,8,8.332,0.041,8.61,0.015,8.707,0.018
1976,9,8.433,0.039,8.614,0.016,8.708,0.018
1976,10,8.48,0.031,8.616,0.017,8.708,0.018
1976,11,8.551,0.046,8.616,0.019,8.708,0.018
1976,12,8.619,0.044,8.616,0.019,8.714,0.018
1977,1,8.658,0.029,8.613,0.019,8.72,0.018
1977,2,8.708,0.017,8.61,0.019,8.726,0.019
1977,3,8.706,0.018,8.618,0.02,8.724,0.019
1977,4,8.761,0.023,8.626,0.021,8.725,0.019
1977,5,8.834,0.027,8.633,0.02,8.727,0.019
1977,6,8.842,0.033,8.651,0.022,8.725,0.02
1977,7,8.861,0.039,8.649,0.023,8.728,0.02
1977,8,8.86,0.037,8.654,0.024,8.725,0.02
1977,9,8.851,0.037,8.648,0.025,8.726,0.019
1977,10,8.847,0.035,8.653,0.026,8.726,0.02
1977,11,8.814,0.027,8.654,0.027,8.728,0.02
1977,12,8.757,0.022,8.654,0.029,8.733,0.021
1978,1,8.734,0.036,8.661,0.03,8.737,0.021
1978,2,8.665,0.036,8.673,0.034,8.737,0.02
1978,3,8.68,0.038,8.676,0.035,8.735,0.02
1978,4,8.693,0.036,8.68,0.034,8.733,0.019
1978,5,8.678,0.04,8.694,0.034,8.733,0.02
1978,6,8.678,0.042,8.7,0.034,8.73,0.02
1978,7,8.673,0.043,8.715,0.035,8.73,0.02
1978,8,8.621,0.039,8.732,0.034,8.734,0.02
1978,9,8.606,0.037,8.76,0.034,8.739,0.021
1978,10,8.578,0.037,8.77,0.033,8.738,0.021
1978,11,8.558,0.041,8.78,0.034,8.742,0.021
1978,12,8.576,0.039,8.792,0.033,8.743,0.022
1979,1,8.552,0.028,8.801,0.031,8.748,0.021
1979,2,8.597,0.026,8.818,0.029,8.753,0.021
1979,3,8.614,0.024,8.823,0.031,8.757,0.022
1979,4,8.633,0.025,8.837,0.032,8.758,0.023
1979,5,8.627,0.023,8.847,0.032,8.765,0.024
1979,6,8.694,0.022,8.861,0.032,8.765,0.024
1979,7,8.717,0.019,8.862,0.034,8.766,0.023
1979,8,8.786,0.019,8.859,0.033,8.765,0.024
1979,9,8.779,0.019,8.846,0.034,8.768,0.025
1979,10,8.816,0.028,8.839,0.034,8.77,0.025
1979,11,8.869,0.028,8.832,0.033,8.77,0.025
1979,12,8.881,0.044,8.822,0.033,8.767,0.025
1980,1,8.937,0.054,8.821,0.035,8.767,0.025
1980,2,8.966,0.071,8.815,0.036,8.761,0.026
1980,3,8.973,0.078,8.818,0.036,8.759,0.025
1980,4,8.97,0.088,8.819,0.036,8.759,0.025
1980,5,9.004,0.09,8.81,0.036,8.757,0.025
1980,6,8.958,0.09,8.82,0.035,8.757,0.025
1980,7,9.03,0.087,8.832,0.035,8.754,0.026
1980,8,9.06,0.083,8.838,0.034,8.759,0.026
1980,9,9.131,0.078,8.839,0.034,8.757,0.026
1980,10,9.131,0.069,8.838,0.035,8.758,0.026
1980,11,9.109,0.062,8.844,0.035,8.759,0.025
1980,12,9.125,0.055,8.848,0.036,8.76,0.024
1981,1,9.124,0.049,8.849,0.034,8.764,0.025
1981,2,9.153,0.037,8.866,0.033,8.772,0.025
1981,3,9.143,0.04,8.877,0.034,8.783,0.024
1981,4,9.129,0.039,8.879,0.035,8.788,0.024
1981,5,9.092,0.037,8.886,0.034,8.793,0.024
1981,6,9.135,0.036,8.888,0.033,8.796,0.024
1981,7,9.031,0.039,8.892,0.033,8.797,0.022
1981,8,8.97,0.044,8.897,0.033,8.801,0.021
1981,9,8.861,0.043,8.9,0.033,8.801,0.022
